workspace_id,category_name,document_id,dataset,text,uri,element_metadata,label,label_type
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"秃佬，秃佬
",guichu_2002020024-1-5848,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"𡀮各𠊛群弋𪐝,𠼾氺軍.𠢞倅𠫾!
",guichu_2002020024-1-924,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"网易打法好，
",guichu_2002020024-1-5543,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"一听声音我就睡不着
",guichu_2002020024-1-4496,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"毛血旺滴鞋上没
",guichu_2002020024-1-1544,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"黄金精神lbwnb
",guichu_2002020024-1-275,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"没错！就是我老婆唱的！
",guichu_2002020024-1-2658,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"居然看哭了卧槽
",guichu_2002020024-1-5101,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"公公演的好细
",guichu_2002020024-1-1051,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"说没错额怕是新人罢，哲学三闲轮的到某蕉？
",guichu_2002020024-1-1097,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"那是我羡慕的人
",guichu_2002020024-1-4070,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"你又在蹭我giao哥热度？
",guichu_2002020024-1-423,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"再来亿百年
",guichu_2002020024-1-3262,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"10，3
",guichu_2002020024-1-5793,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"加油啊！朋友！
",guichu_2002020024-1-3561,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"零点五倍，感动一切(ಥ_ಥ)
",guichu_2002020024-1-4720,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"不要在说老八了
",guichu_2002020024-1-908,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"手语老师辛苦了
",guichu_2002020024-1-3710,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"都让开，我要开始冲周姐了！
",guichu_2002020024-1-2628,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"大事不妙啊
",guichu_2002020024-1-5005,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"能提起沉重剑刃到手，握不住飞舞飘落的花
",guichu_2002020024-1-314,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"66666666人才
",guichu_2002020024-1-3164,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"劳资想睡朱一龙
",guichu_2002020024-1-1010,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"单押狂魔
",guichu_2002020024-1-4949,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"良药苦口，忠言逆耳
",guichu_2002020024-1-2883,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"55开花粥双双上香。
",guichu_2002020024-1-830,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"@China
",guichu_2002020024-1-3319,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"梅   开   二   度  
",guichu_2002020024-1-2493,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"我觉得挺有魅力的，真的
",guichu_2002020024-1-5347,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"嗷嗷嗷嗷嗷嗷嗷嗷嗷你闭嘴！
",guichu_2002020024-1-162,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"底部弹幕si全家
",guichu_2002020024-1-5720,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"哈哈哈哈哈 6 6 6 23333
",guichu_2002020024-1-1539,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"小心点行door♂
",guichu_2002020024-1-1367,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"前方核能，注意塞住嘴巴！
",guichu_2002020024-1-852,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"素晴らしいですね
",guichu_2002020024-1-4622,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"团伙？？？？
",guichu_2002020024-1-3243,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"神剧既视感
",guichu_2002020024-1-3308,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"开始圆滑
",guichu_2002020024-1-34,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"留着硬币何用？？
",guichu_2002020024-1-2058,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"感谢马老师送的999个肉蛋葱鸡
",guichu_2002020024-1-669,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"看得有点爽啊
",guichu_2002020024-1-3236,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"火钳刘明 卢本伟牛逼
",guichu_2002020024-1-2663,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"66666！！！
",guichu_2002020024-1-5667,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"老E还行
",guichu_2002020024-1-2498,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"周杰伦的惊叹号呀
",guichu_2002020024-1-5629,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"这视频绝对是33审的
",guichu_2002020024-1-46,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"录个p
",guichu_2002020024-1-2560,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"河南话吧哈哈哈
",guichu_2002020024-1-1215,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"灌醉(๑•ั็ω•็ั๑)
",guichu_2002020024-1-2413,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"老哥 这歌原唱是刘欢神TM黄妈
",guichu_2002020024-1-4042,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"up主神了。。
",guichu_2002020024-1-5273,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"这要赶尽杀绝呀
",guichu_2002020024-1-1240,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"原版直接发?
",guichu_2002020024-1-1385,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"#Y¿
",guichu_2002020024-1-1910,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"鬼畜区追番怎么说
",guichu_2002020024-1-1548,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"真是糟糕的体验。。
",guichu_2002020024-1-4610,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"性感顾昀，在线吹笛
",guichu_2002020024-1-3268,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"孙狗?
",guichu_2002020024-1-4760,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"蜜汁鬼步
",guichu_2002020024-1-3700,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"的的的得得得得得得得得得得得得得
",guichu_2002020024-1-1497,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"猛男是我的了
",guichu_2002020024-1-3329,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"灵魂视频
",guichu_2002020024-1-3405,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"是嘛   老坛酸菜 了解一下
",guichu_2002020024-1-2018,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"不懂不懂真不懂23333
",guichu_2002020024-1-5413,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"小五凉皮
",guichu_2002020024-1-3465,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"好奇这么高级的弹幕是怎么弄得
",guichu_2002020024-1-1017,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024," 顾子熹我喜欢你！！！！Ｏ(≧口≦)Ｏ
",guichu_2002020024-1-3763,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"保护川建国同志！！！保护川建国同志！！！
",guichu_2002020024-1-4788,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"装病不行啊分兵不行啊
",guichu_2002020024-1-4036,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"和薛之谦的演员高潮片段能配
",guichu_2002020024-1-5559,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"不配骑哈哈哈哈哈哈哈哈
",guichu_2002020024-1-4733,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"奇怪的知识又增长了呢
",guichu_2002020024-1-4576,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"呼伦贝尔好可爱哈哈哈哈哈哈哈哈哈
",guichu_2002020024-1-3029,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"哈哈哈哈哈脖子疼
",guichu_2002020024-1-1835,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"go to hell我竟然看了4遍
",guichu_2002020024-1-186,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"还好我们不用学线代，据说死了一片
",guichu_2002020024-1-1096,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"9728zaici
",guichu_2002020024-1-3688,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"多好的女孩子，就是长了张嘴
",guichu_2002020024-1-2435,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"辣妹儿
",guichu_2002020024-1-5964,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"鸡哥niub
",guichu_2002020024-1-488,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"人冥币↓
",guichu_2002020024-1-1756,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"三连一定 一定！
",guichu_2002020024-1-5841,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"✘10
",guichu_2002020024-1-2316,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"周姐美美美，up强强强
",guichu_2002020024-1-479,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"巨股♂龟
",guichu_2002020024-1-4407,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"我老婆的小圆脸是你能乱柔的吗
",guichu_2002020024-1-3102,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"好可怕，，，，，
",guichu_2002020024-1-1459,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"全程高能！全程高能！重复：全程高能！
",guichu_2002020024-1-5972,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"高考必胜！！！！
",guichu_2002020024-1-4784,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"侦探片入坑剧
",guichu_2002020024-1-1008,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"釜山行啊超感动的
",guichu_2002020024-1-140,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"血腥?！
",guichu_2002020024-1-917,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"cctv一哥出专辑了!
",guichu_2002020024-1-2109,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"木星：地球流不流浪已经雨我无瓜了
",guichu_2002020024-1-737,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"战术换气牛批
",guichu_2002020024-1-1706,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"2倍速看很爽
",guichu_2002020024-1-5952,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"啊啊啊啊啊啊啊啊啊啊啊啊啊泪目！！!
",guichu_2002020024-1-1606,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"逐渐被支配 
",guichu_2002020024-1-3526,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"小甜心我爱你
",guichu_2002020024-1-1921,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"70周年华诞前来支持！！！！！！
",guichu_2002020024-1-2092,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"流♂shit
",guichu_2002020024-1-5663,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"717巨蟹别走，我也是！
",guichu_2002020024-1-1817,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"白鼠大大我爱你啊啊啊啊啊
",guichu_2002020024-1-1987,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"我懂了，我装的
",guichu_2002020024-1-4527,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"bgm dance flower 
",guichu_2002020024-1-3359,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"心中除了佩服还是佩服
",guichu_2002020024-1-1,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"是个人才啊哈哈哈哈
",guichu_2002020024-1-4796,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"+31真·大制作 以三连
",guichu_2002020024-1-5973,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"这个音乐真不错
",guichu_2002020024-1-185,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"这山东口音，我的妈
",guichu_2002020024-1-2966,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"阿克曼!
",guichu_2002020024-1-5907,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"不是我开挂，是我朋友开的挂
",guichu_2002020024-1-5072,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"这个女人爱丽丹要了
",guichu_2002020024-1-3991,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"ohhuhhhuuhuuhhhhhhh
",guichu_2002020024-1-5760,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"不行了，笑的肚子痛，停不下来
",guichu_2002020024-1-1500,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"哈哈哈哈哈哈哈哈哈哈哈哈哈个哈哈哈哈
",guichu_2002020024-1-4315,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"没毛病，差点以为原创流出
",guichu_2002020024-1-3625,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"精神小妹
",guichu_2002020024-1-856,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"也就是看了十遍
",guichu_2002020024-1-3794,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"哭都tm给我哭
",guichu_2002020024-1-480,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"气  绿  了
",guichu_2002020024-1-4043,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"杀伤力报表
",guichu_2002020024-1-3541,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"这是黑寡妇被黑的最惨一次
",guichu_2002020024-1-370,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"2倍莫名神奇
",guichu_2002020024-1-839,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"紫禁城外，广厦万间
",guichu_2002020024-1-1347,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"《老噬人》
",guichu_2002020024-1-1631,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"为什么我听个鬼畜居然哭了……
",guichu_2002020024-1-2568,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"篮子可以的
",guichu_2002020024-1-941,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"原bgm就是这个 up自己谱的曲
",guichu_2002020024-1-3616,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"人家踢球好
",guichu_2002020024-1-5269,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"为什么不对着那群记者扔大便？
",guichu_2002020024-1-2638,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"老夫是姬芭
",guichu_2002020024-1-854,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"前方桌能
",guichu_2002020024-1-4886,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"面  筋  人
",guichu_2002020024-1-5792,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"第一次月考年级前十
",guichu_2002020024-1-3194,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"王祝我进年级前十！必来还愿！
",guichu_2002020024-1-3879,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"髮国听了直接投降
",guichu_2002020024-1-466,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"拔剑吧音乐区！！
",guichu_2002020024-1-2770,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"斯米诺是最骚的
",guichu_2002020024-1-2009,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"你刚想起密玛，号就不要了？
",guichu_2002020024-1-5787,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"很快嗷！
",guichu_2002020024-1-5781,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"有个叫彩智的翻唱的不错
",guichu_2002020024-1-2281,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"哦，夜色♂
",guichu_2002020024-1-1307,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024," 再见，大班
",guichu_2002020024-1-972,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"成长为一个合格的大人！！！
",guichu_2002020024-1-1598,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"洛阳的哈哈哈哈
",guichu_2002020024-1-5392,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"你品你细细品
",guichu_2002020024-1-2733,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"不！疯子计数还活着！！！
",guichu_2002020024-1-747,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"好听，太上头了！
",guichu_2002020024-1-4578,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"刀他！！刀！！刀！！
",guichu_2002020024-1-75,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"zzzzzz
",guichu_2002020024-1-938,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"我洗渣渣辉，四兄弟就来啃我
",guichu_2002020024-1-367,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"两极反转！
",guichu_2002020024-1-1469,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"我已经跳了起来
",guichu_2002020024-1-3332,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"这小姐姐很好看啊
",guichu_2002020024-1-603,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"别让我逮到那个小偷
",guichu_2002020024-1-935,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"我特妈笑缺氧了
",guichu_2002020024-1-3704,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"感觉很卖力啊
",guichu_2002020024-1-3261,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"那不是哲別人家都澄清了
",guichu_2002020024-1-1496,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"发型失控
",guichu_2002020024-1-2204,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"哲， ，，，，，，别???
",guichu_2002020024-1-5790,{},False,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"献上我的膝盖，up主绝逼是个人才
",guichu_2002020024-1-2401,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"笑泪交织
",guichu_2002020024-1-2531,{},True,Standard
guichu_2002020024,Sentiment Analysis,1,guichu_2002020024,"啊啊啊啊啊你币没了
",guichu_2002020024-1-51,{},False,Standard
